8.46292	0.243462	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0
0.00527513	0.000157072	0.211022	0.00628339	8.44818	0.251553	8.45	0.25	-3.00027	0
0.0169359	0.000488075	0.040774	0.00108424	8.56759	0.241943	8.45	0.25	0	0
0.0242651	0.000721864	0.211511	0.00635356	8.45582	0.253997	8.45	0.25	0	0
0.00762637	0.000230399	-0.377117	-0.0113171	8.42544	0.254042	8.35	0.25	-1.81979	0
0.00983234	0.000302068	0.27313	0.00825909	8.23962	0.24916	8.25	0.25	-1.81978	0
0.00158511	-4.05471e-05	-0.722205	-0.0224459	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
-0.0154868	-0.000706378	0.196453	0.00401507	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
0.00137611	0.000200766	-0.337864	-5.3122e-310	7.61269	0.155818	7.7	0.15	-2.99982	0
0.00578689	0.000497443	0.188393	0.00397931	7.54016	0.159641	7.55	0.15	-2.99982	0
0.00523031	2.32473e-05	-0.393209	-0.00904282	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
0.00577464	-0.000367522	0.244826	0.00116455	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
0.00348112	-3.81734e-05	-0.602801	-0.00326494	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
-0.00688175	-0.0003868	0.234645	-0.00175976	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
0.00957087	-0.000248553	-0.344765	0.00129848	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
0.00649548	-0.000911927	0.227423	-0.00856874	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
0.00712028	-0.000430484	-0.370966	0.0128647	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
-0.00112636	-0.000583216	0.165921	-0.0115374	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
0.0130631	-0.0319209	0.153833	-1.25228	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
