0	0	0	0	0	0	0	0	0	0
0	0	0	8.74228e-11	0	0	0	0	0	0
1.55941	-0.137178	1.56278	-0.264645	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.62824	0.0196056	2.30423	0.0297275	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.8913	-0.132587	2.22546	-0.309675	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.96805	0.0727539	2.41204	0.0741786	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.85894	0.414545	3.34366	0.56651	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.68934	0.433396	2.63217	0.524117	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.07967	0.596202	2.15798	-0.130947	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.09372	0.667393	2.40633	0.0124723	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5747	1.6592	2.56286	1.74526	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.5243	1.61775	2.35974	1.63272	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5951	2.3191	1.77002	-0.00196331	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.6907	2.29599	2.33645	0.0458346	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6396	2.89862	3.54616	1.03095	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.4807	2.87055	2.84785	0.900564	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
